ID	Name	Value	CategoryID	CategoryName	BrandID	BrandName
1358299	207840000003	10' angelfood cake	1	Неклассифицированные/default	0	
1358300	831489001000	10' basket annual	1	Неклассифицированные/default	0	
2013755	076484512087	10' giant tie out cable up to 150#	337596	Товары для животных (folder)/Pets	0	
1358309	706673305502	10' hanging basket	1	Неклассифицированные/default	0	
1358310	831489001055	10' hanging baskets	1	Неклассифицированные/default	0	
2013756	076484517594	10' heavy tie out cable up to 80#	337596	Товары для животных (folder)/Pets	0	
2769642	037103904201	10' hydraulic hose/wire assembly	1	Неклассифицированные/default	0	
2013757	076484890505	10' medium tie out cable up to 50#	337596	Товары для животных (folder)/Pets	0	
1358317	060107977124	10' non Stick frying	1	Неклассифицированные/default	0	
2013772	729849110304	10' open tunnel	337596	Товары для животных (folder)/Pets	0	
879719	798361668471	10' prnt flc deer	1	Неклассифицированные/default	0	
1358320	051643035089	10' ratchet tiedown camo 03508-v 4pk keeper 01419	1	Неклассифицированные/default	0	
879721	039593755004	10' x 1/2 pwrloc chrome tape	1	Неклассифицированные/default	0	
3001812	852469004187	10+ bio active manuka Honey	330591	Продукты питания (folder)/Продукты питания	0	
1845733	054732300662	10-1/2inch clamp lamp w/6' crd prime cl080506	297628	Техника (folder)/Электротехника/Электрооборудование	0	
1358434	025545480346	10-1/2inch drilling hammer hdl att 436	1	Неклассифицированные/default	0	
1358435	051779612345	10-1/2inch fence pl elite d k-r 61234	1	Неклассифицированные/default	0	
2013836	768303000355	10-11inch knotted rawhide bone	337596	Товары для животных (folder)/Pets	0	
880095	082360323456	10-12 plastic anchors	1	Неклассифицированные/default	0	
880096	082360324378	10-12 plstc anchr	1	Неклассифицированные/default	0	
880106	082360324828	10-14x1 Wood screw anchor	1	Неклассифицированные/default	0	
1358449	738287032901	10-16x1 self drill screw 3290 hex washer head	1980132	Инструменты (folder)/Hardware	0	
880107	082361272258	10-16x1 stl slf drill hex screw	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
1358451	738287032925	10-16x1-1/2 self drill screw 03292 hex washer head	1980132	Инструменты (folder)/Hardware	0	
1358450	738287032871	10-16x1/2 self drill 3287 screw hex washer head	1980132	Инструменты (folder)/Hardware	0	
880108	082361271954	10-16x1/2 slf drill hex hd wshr	1	Неклассифицированные/default	0	
1358452	738287032895	10-16x3/4 self drill 3289 screw hex washer head	1980132	Инструменты (folder)/Hardware	0	
1358453	738287033236	10-16x3/4 self drill 3323 screw phillips pan head	1980132	Инструменты (folder)/Hardware	0	
880109	082366891812	10-16x3/4 ss sd screws	1	Неклассифицированные/default	0	
880123	082361424718	10-24 acorn nuts stainless	1	Неклассифицированные/default	0	
880124	082360728466	10-24 stp nts nylon inserts stl	1	Неклассифицированные/default	0	
879699	082360623976	10-24x1 1/2 machine screws	1	Неклассифицированные/default	0	
880125	082360594658	10-24x1 rnd head mch screw	1	Неклассифицированные/default	0	
880126	082361398156	10-24x1 stnl stl machine scr	1	Неклассифицированные/default	0	
880130	082361412838	10-24x1-1/2 ph phl mach srw	1	Неклассифицированные/default	0	
880131	082360594894	10-24x1-1/4 mch srw	1	Неклассифицированные/default	0	
880127	082361397852	10-24x1/2 machine screw stainless flt hd	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880128	082361412210	10-24x1/2 ph mach screw ss	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880129	082360661350	10-24x1/2 stl thmb machine screw	1	Неклассифицированные/default	0	
880132	082361413132	10-24x2 1/2 machine screw pan hd ss	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880134	082361413064	10-24x2 machine screw stainless	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880133	082361398538	10-24x2 machne screws stainless	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880135	082360595198	10-24x2 stl rnd hd mchn scw	1	Неклассифицированные/default	0	
880136	082360595648	10-24x3 1/2 machine screw rnd hd stl	1	Неклассифицированные/default	0	
880137	082361398088	10-24x3/4 machine screw flt hd ss	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880138	082361406066	10-24x3/4 machine screw stainless ovl hd	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
2506997	5412810071876	10-30 lcd con soporte de pared	1	Неклассифицированные/default	0	
2506996	5412810071838	10-30 lcd soporte. basico pero	1	Неклассифицированные/default	0	
1358469	026196011408	10-30 zoom binocular samsonit	1	Неклассифицированные/default	0	
1358471	032076152550	10-310c crimp sleeve 100pk 18-10awg sb1810s	1	Неклассифицированные/default	0	
880144	082360728534	10-32 steel nylon insert stp nut	1	Неклассифицированные/default	0	
880148	082361414054	10-32x1 1/2 machine screw ss	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880147	082361399696	10-32x1 1/2 machine screws ss	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880149	082361413996	10-32x1 1/4 machine screw pn hd stnl	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880150	082360597178	10-32x1 1/4 machine screw rnd hd	1	Неклассифицированные/default	0	
880151	082361399450	10-32x1 machine screw flt hd stainless	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880152	082360597000	10-32x1 machine screw rnd hd	1	Неклассифицированные/default	0	
880153	082361413514	10-32x1/2 machine screw pn stainless	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880154	082360625574	10-32x1/2 machine screw slt flt hd	1	Неклассифицированные/default	0	
880155	082361414368	10-32x2 1/2 machine screw pn stainless	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880156	082361399900	10-32x2 1/2 mhcn screw flt hd stn	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880157	082360597482	10-32x2 machine screw rnd hd	1	Неклассифицированные/default	0	
880158	082361414290	10-32x2 machine screw stls pan hd	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880159	082360626632	10-32x3 machine screw flt hd stl	1	Неклассифицированные/default	0	
880160	082360626328	10-32x3 stl flt hd mchn scw	1	Неклассифицированные/default	0	
880161	082360596874	10-32x3/4 machine screw rnd hd	1	Неклассифицированные/default	0	
880162	082361413750	10-32x3/4 stainless machine screw	914293	Инструменты (folder)/Метизы (folder)/Метизы	0	
880163	082360596560	10-32x3/8 machine screw stl	1	Неклассифицированные/default	0	
2507028	444100037243	10-foot 60-count led string lights in warm White/copper	1	Неклассифицированные/default	0	
2507029	444444363879	10-foot round de luxe Eucalyptus Wood patio umbrella in Blue	1	Неклассифицированные/default	0	
2507039	444100018631	10-inch herringbone hardback drum lamp shade in grey	1	Неклассифицированные/default	0	
550907	060107882220	10-Mini shiny drops ornaments	1	Неклассифицированные/default	0	
205413	030878940436	10-outlet surge block phone/coax protection 8ft cord 3090 joules blk/Silver	536405	Техника (folder)/Электротехника/Фильтр сетевой	205394	Jasco
2507072	087828014297	10-photo collage frame in Black	1	Неклассифицированные/default	0	
2769997	037103484215	10-piece sae full hollow shaft nutdriver kit in Yellow plastic case	1	Неклассифицированные/default	0	
2769649	4606540002083	10. био-йогурт с ароматом клубники мдж 2.5% полевское 0.5л*4 ф/п	1	Неклассифицированные/default	0	
3001811	610370880760	10.000 lakes no-salt Blend	330591	Продукты питания (folder)/Продукты питания	0	
2506817	081227390020	10.000 maniacs - campfire songs CD 739002	2275105	Медиа (folder)/Медиа	0	
2506818	085854219631	10.0inch	1	Неклассифицированные/default	0	
2769650	4610006000261	10.1 творог зеленоградский обезжиренный мдж 1.8% коррекс 350г	1	Неклассифицированные/default	0	
1358340	4800471845782	10.25 sq soup Bowl porcelain	178768	Посуда (folder)/Посуда стеклянная	0	
2506820	098382511214	10.25inch de luxe plate-clear 12/14 cs12	1	Неклассифицированные/default	0	
2506821	041165945249	10.25inch divided plate White 20/25 cs20	1	Неклассифицированные/default	0	
2506822	098382510217	10.25inch Elegance plate clr 12/14 cs12	1	Неклассифицированные/default	0	
2506823	041594866221	10.25inch Foam laminate comp plt-wh cs4	1	Неклассифицированные/default	0	
2506824	041594866269	10.25inch Foam laminate plate-White cs4	1	Неклассифицированные/default	0	
2506825	639580031878	10.25inch jmb unwrap strawberry-blk 4/500 cs4	1	Неклассифицированные/default	0	
2506826	039091304193	10.25inch legacy plate clear 6/20 cs6	1	Неклассифицированные/default	0	
2506827	1007450653861	10.25inch masterpiece plate White cs10	1	Неклассифицированные/default	0	
2506829	041165945430	10.25inch plastic plate-clear 20/25 cs20	1	Неклассифицированные/default	0	
2058202	5051794002492	10.2inch Sport netbook case sacoche pour ordinateur ...	2013776	Техника (folder)/Электротехника/Цифровая техника (folder)/Computer Accessories Cases	527397	Targus
1358341	070798270503	10.3oz beats the Nail dap (same as-27450 voc btn) 27050	1	Неклассифицированные/default	0	
550758	060107105268	10.5inch CURVED Handle BBQ Brush	1	Неклассифицированные/default	0	
2506859	051656004461	10.5inch square Bowl cs12	1	Неклассифицированные/default	0	
2769651	037103105424	10.5mm x 10.5mm 2-sides heated nozzle, d04 for hap1 small Hot Air pencil	1	Неклассифицированные/default	0	
1358342	084884611118	10.5oz 611 dewitt roof cement small cartridge size #99	1	Неклассифицированные/default	0	
2769652	4680320007123	10.7 творог хуторок мдж 1.8% 250г	1	Неклассифицированные/default	0	
2769653	037103062673	10.7mm x 10.7mm 2-sides heated nozzle, nd05 for hap2, hap3 Hot Air irons	1	Неклассифицированные/default	0	
2013780	045883560654	10/100 4-port vpn router	2013779	Техника (folder)/Электротехника/Цифровая техника (folder)/Routers	2013639	CISCO SMALL BUSINESS
2506863	4016032136736	10/100 mbps fast ethernet 32-bi pcmcia adapter (dn2002c)	1	Неклассифицированные/default	0	
2506864	8714909002936	10/100 mbps lan snap port card for notebooks (csp100tcl)	1	Неклассифицированные/default	0	
2506867	7670351696134	10/100tx x 24port fast ethernet layer 3 switch	1	Неклассифицированные/default	0	
2506868	722868693858	10/12inch messenger bag - funda de transporte para portatil - 12.1inch - azabache, Cabernet	1	Неклассифицированные/default	0	
1358343	738287036480	10/24 nylon insert hex locknut 03648 coarse-100 ct	1980132	Инструменты (folder)/Hardware	0	
1358344	738287038026	10/24 wing nuts - zinc 3802	1980132	Инструменты (folder)/Hardware	0	
1170911	078477100035	10/pk 1g duplex plt White leviton 88003-wmp sanm02	1	Неклассифицированные/default	1980105	Leviton
662230	4620003556685	10/чм-01000/22131021 triol набор для кошек мяч радужный трехцветный зефирный ф 4см*25шт	451333	Товары для животных (folder)/Игрушки для кошек	662157	TRIOL
1742398	797734332568	100 - 10x13 White poly mailers bags	2	Канцелярские товары (folder)/Канцелярские товары	0	
879728	621750101016	100 0.125mg hyosc	1	Неклассифицированные/default	0	
879729	615700072013	100 0.3mg menes	1	Неклассифицированные/default	0	
879730	581770324041	100 0.4mg nitro	1	Неклассифицированные/default	0	
879732	615700073010	100 0.625mg menes	1	Неклассифицированные/default	0	
1358345	028002063090	100 000 ba	1	Неклассифицированные/default	0	
879734	615700110012	100 1.25mg altac	1	Неклассифицированные/default	0	
879735	597623725019	100 1.25mg glybu	1	Неклассифицированные/default	0	
879736	615700074017	100 1.25mg menes	1	Неклассифицированные/default	0	
879737	173149313024	100 1.45gmneutr	1	Неклассифицированные/default	0	
879738	609510603680	100 10/100mg carbi	1	Неклассифицированные/default	0	
879739	620370567011	100 10/660 mghydro	1	Неклассифицированные/default	0	
879740	525440634016	100 10/750 mgmaxid	1	Неклассифицированные/default	0	
879741	593100119104	100 1000mg muco-	1	Неклассифицированные/default	0	
879742	526045100012	100 100mcg levox	1	Неклассифицированные/default	0	
879744	243850436784	100 100mg bl st	1	Неклассифицированные/default	0	
879745	597727048014	100 100mg capto	1	Неклассифицированные/default	0	
879748	173149300017	100 100mg elmir	1	Неклассифицированные/default	0	
879749	609510658703	100 100mg ermorph	1	Неклассифицированные/default	0	
879752	532650196104	100 100mg phena	1	Неклассифицированные/default	0	
879756	628560246418	100 10mg arice	1	Неклассифицированные/default	0	
879758	059107860130	100 10mg chlor	1	Неклассифицированные/default	0	
879759	173148501019	100 10mg ditro	1	Неклассифицированные/default	0	
879765	597623742023	100 10mg medro	1	Неклассифицированные/default	0	
879767	540920383017	100 10mg saadder	1	Неклассифицированные/default	0	
879769	526045112015	100 112mcg levox	1	Неклассифицированные/default	0	
879770	059103450120	100 120mg verap	1	Неклассифицированные/default	0	
879771	627940145013	100 125mcg digit	1	Неклассифицированные/default	0	
879772	526045125015	100 125mcg levox	1	Неклассифицированные/default	0	
879773	526045150017	100 150mcg levox	1	Неклассифицированные/default	0	
879774	597623328012	100 150mg clind	1	Неклассифицированные/default	0	
879775	640110135119	100 150mg nifer	1	Неклассифицированные/default	0	
879778	173148502016	100 15mg ditro	1	Неклассифицированные/default	0	
879779	609510652701	100 15mg ermorph	1	Неклассифицированные/default	0	
879780	526045175010	100 175mcg levox	1	Неклассифицированные/default	0	
879781	173145850028	100 18mg er conce	1	Неклассифицированные/default	0	
879784	605050093004	100 1mg doxaz	1	Неклассифицированные/default	0	
879788	018500250146	100 2.5mg lisin	1	Неклассифицированные/default	0	
879789	605050184009	100 2.5mg lisin #2	1	Неклассифицированные/default	0	
879790	655800643713	100 2.5mg metol	1	Неклассифицированные/default	0	
879792	530140975710	100 2.5mg zarox	1	Неклассифицированные/default	0	
879794	526045200019	100 200mcg levox	1	Неклассифицированные/default	0	
879795	243850647784	100 200mg bl ib	1	Неклассифицированные/default	0	
879797	037802610120	100 200mg ketoc	1	Неклассифицированные/default	0	
879800	532650197101	100 200mg phena	1	Неклассифицированные/default	0	
879801	599301714018	100 20meq pot c	1	Неклассифицированные/default	0	
879805	621750107018	100 20mg isoso	1	Неклассифицированные/default	0	
879806	605050187000	100 20mg lisin	1	Неклассифицированные/default	0	
879810	646820008026	100 20mg perio	1	Неклассифицированные/default	0	
879811	540920387015	100 20mg saadder	1	Неклассифицированные/default	0	
879814	609510607688	100 25/250mg carbi	1	Неклассифицированные/default	0	
879815	627940146010	100 250mcg digit	1	Неклассифицированные/default	0	
879817	243850967783	100 250mg bl ma	1	Неклассифицированные/default	0	
879818	243850443782	100 250mg bl st	1	Неклассифицированные/default	0	
879819	648600104072	100 250mg cepha	1	Неклассифицированные/default	0	
879821	633040515014	100 250mg chwamoxi	1	Неклассифицированные/default	0	
879823	672530620104	100 250mg napro	1	Неклассифицированные/default	0	
879824	526043416016	100 25mcg cytom	1	Неклассифицированные/default	0	
879831	625840740000	100 260mg quini	1	Неклассифицированные/default	0	
879832	173145853029	100 27mg er conce	1	Неклассифицированные/default	0	
879836	532650270101	100 300mg lithi	1	Неклассифицированные/default	0	
879838	521520185027	100 300mg trime	1	Неклассифицированные/default	0	
879839	521520060027	100 300mg ursod	1	Неклассифицированные/default	0	
879840	581770222040	100 30mg er isoso	1	Неклассифицированные/default	0	
879841	599301502011	100 30mg er isoso #2	1	Неклассифицированные/default	0	
879845	498840009015	100 30mg or isoso	1	Неклассифицированные/default	0	
879848	510790002400	100 325mg aceta	1	Неклассифицированные/default	0	
879849	128430101125	100 325mg bayer	1	Неклассифицированные/default	0	
3001910	856543002977	100% cold-pressed Juice #3	330591	Продукты питания (folder)/Продукты питания	0	
3001911	859168006276	100% cold-pressed Juice #4	330591	Продукты питания (folder)/Продукты питания	0	
3001912	028700149034	100% concord grape Juice	330591	Продукты питания (folder)/Продукты питания	2405740	Tree Top
3001913	708820353954	100% corn pasta	330591	Продукты питания (folder)/Продукты питания	2564409	Meijer	
3001982	028700348437	100% Fruit smoothie	330591	Продукты питания (folder)/Продукты питания	2405740	Tree Top
3001983	057961027089	100% Fruit strip bars	330591	Продукты питания (folder)/Продукты питания	0	
1516218	081867200093	100% Fruit sweetened Apple Butter	1	Неклассифицированные/default	0	
3001984	048500022009	100% Fruit&vegetable Juice	330591	Продукты питания (folder)/Продукты питания	0	
3001987	048500201558	100% Fruit&vegetable Juice #4	330591	Продукты питания (folder)/Продукты питания	0	
3001988	851720003006	100% Fruit&vegetable Juice #5	330591	Продукты питания (folder)/Продукты питания	0	
3001989	851720003013	100% Fruit&vegetable Juice #6	330591	Продукты питания (folder)/Продукты питания	0	
3001990	851720003020	100% Fruit&vegetable Juice #7	330591	Продукты питания (folder)/Продукты питания	0	
3001991	028700347423	100% fruitfull smoothie	330591	Продукты питания (folder)/Продукты питания	2405740	Tree Top
3001992	046567031514	100% gala Apple Juice	330591	Продукты питания (folder)/Продукты питания	3001883	Raley's
3001993	688267032721	100% gala style Apple Juice	330591	Продукты питания (folder)/Продукты питания	3001844	Ahold
3001994	019962661037	100% ginger immunity shot	330591	Продукты питания (folder)/Продукты питания	0	
3001995	670584000217	100% goats' Milk	330591	Продукты питания (folder)/Продукты питания	0	
3001996	893660002015	100% grade a real Milk	330591	Продукты питания (folder)/Продукты питания	0	
3001997	869745000160	100% grain-free bagels - cinnamon-raisin	330591	Продукты питания (folder)/Продукты питания	0	
3001998	869745000115	100% grain-free bagels - onion-garlic-sea salt	330591	Продукты питания (folder)/Продукты питания	0	
3001999	869745000191	100% grain-free sliced bread loaf	330591	Продукты питания (folder)/Продукты питания	0	
3002000	688267032905	100% granny smith style Apple Juice	330591	Продукты питания (folder)/Продукты питания	3001844	Ahold
3002002	092825098447	100% grape Juice #2	330591	Продукты питания (folder)/Продукты питания	0	
3002003	041220335565	100% grape Juice from concentrate	330591	Продукты питания (folder)/Продукты питания	0	
3002004	041268206926	100% Grapefruit Juice	330591	Продукты питания (folder)/Продукты питания	375311	Hannaford
3002005	011110484932	100% Grapefruit Juice #2	330591	Продукты питания (folder)/Продукты питания	2616592	Kroger
3002006	070404002450	100% grapeseed Oil	330591	Продукты питания (folder)/Продукты питания	0	
3002007	070404002740	100% grapeseed Oil #2	330591	Продукты питания (folder)/Продукты питания	0	
3002008	094922456908	100% grapeseed Oil #3	330591	Продукты питания (folder)/Продукты питания	0	
3002009	076338965250	100% grass fed beef	330591	Продукты питания (folder)/Продукты питания	0	
3002010	076338966653	100% grass fed beef #2	330591	Продукты питания (folder)/Продукты питания	0	
3002011	850074005278	100% grass fed beef frankfurters	330591	Продукты питания (folder)/Продукты питания	0	
3002012	875045182420	100% grass fed beef ground beef patties	330591	Продукты питания (folder)/Продукты питания	0	
3002013	647086000618	100% grass fed ground beef	330591	Продукты питания (folder)/Продукты питания	0	
3002014	816173020161	100% grass fed ground beef #2	330591	Продукты питания (folder)/Продукты питания	0	
3002015	891534006381	100% grass fed Organic ground beef	330591	Продукты питания (folder)/Продукты питания	0	
3002016	837152000226	100% grass fed raw Cheese	330591	Продукты питания (folder)/Продукты питания	0	
3002018	085239268315	100% grass-fed beef	330591	Продукты питания (folder)/Продукты питания	0	
3002019	078742253381	100% grass-fed beef burgers	330591	Продукты питания (folder)/Продукты питания	0	
3002021	810088022067	100% grass-fed beef patties	330591	Продукты питания (folder)/Продукты питания	0	
3002022	083832048716	100% grass-fed Cow yogurt	330591	Продукты питания (folder)/Продукты питания	0	
3002023	705105541754	100% grass-fed cows creamline yogurt	330591	Продукты питания (folder)/Продукты питания	0	
3002024	855088005122	100% grass-fed cows drinkable plain yogurt	330591	Продукты питания (folder)/Продукты питания	0	
3002028	857598100885	100% grass-fed ground beef	330591	Продукты питания (folder)/Продукты питания	0	
3002017	093966308471	100% grassfed beef	330591	Продукты питания (folder)/Продукты питания	0	
3002020	093966308464	100% grassfed beef jerky	330591	Продукты питания (folder)/Продукты питания	0	
3002025	085239301029	100% grassfed ground beef	330591	Продукты питания (folder)/Продукты питания	0	
3002026	085239312681	100% grassfed ground beef #2	330591	Продукты питания (folder)/Продукты питания	0	
3002027	856771007003	100% grassfed ground beef #3	330591	Продукты питания (folder)/Продукты питания	0	
3002029	726984560698	100% grated parmesan Cheese	330591	Продукты питания (folder)/Продукты питания	2596487	Haggen
3002030	011110813855	100% grated parmesan Cheese #2	330591	Продукты питания (folder)/Продукты питания	2616592	Kroger
3002031	046567007380	100% grated parmesan Cheese #3	330591	Продукты питания (folder)/Продукты питания	3001883	Raley's
3002032	036929338948	100% grated parmesan Cheese #4	330591	Продукты питания (folder)/Продукты питания	0	
3002033	078742015101	100% grated parmesan Cheese #5	330591	Продукты питания (folder)/Продукты питания	0	
3002034	078742353227	100% grated parmesan Cheese #6	330591	Продукты питания (folder)/Продукты питания	0	
3002035	085239400548	100% grated parmesan Cheese #7	330591	Продукты питания (folder)/Продукты питания	0	
3002036	085239401590	100% grated parmesan Cheese #8	330591	Продукты питания (folder)/Продукты питания	0	
3002037	099336003519	100% grated parmesan Natural Cheese	330591	Продукты питания (folder)/Продукты питания	0	
3002038	046567007410	100% grated parmesan&romano Cheese	330591	Продукты питания (folder)/Продукты питания	3001883	Raley's
3002039	041130591716	100% ground beef	330591	Продукты питания (folder)/Продукты питания	0	
3002040	076338470150	100% ground beef angus chuck pub style patties	330591	Продукты питания (folder)/Продукты питания	0	
3002041	076338470044	100% ground beef brisket burgers	330591	Продукты питания (folder)/Продукты питания	0	
3002042	034779500461	100% ground beef patties	330591	Продукты питания (folder)/Продукты питания	0	
3002043	098911134075	100% ground chuck patties	330591	Продукты питания (folder)/Продукты питания	0	
3002044	098911134099	100% ground chunk patties	330591	Продукты питания (folder)/Продукты питания	0	
3002045	854821005085	100% ground cocoa beans	330591	Продукты питания (folder)/Продукты питания	0	
3002046	041289513805	100% ground White corn tortilla chips	330591	Продукты питания (folder)/Продукты питания	0	
3002047	041289513904	100% ground White corn tortilla chips #2	330591	Продукты питания (folder)/Продукты питания	0	
